,epoch,train_loss_combined,train_pose_loss,val_loss_combined,val_pose_loss
0,39,2.2756335364548006,0.16108734976189665,6.119902410405747,0.5499902029937886
0,40,2.2587086917370036,0.1593256444602539,6.138250969825907,0.5478099091572964
0,41,2.241291645947421,0.15756466850832987,6.138304626688044,0.5455391635286048
0,42,2.224942472819134,0.15591820388325361,6.15656398205047,0.5466264216823781
0,43,2.20887225991137,0.154278287073784,6.108890404092505,0.5515962452330487
0,44,2.195648010929828,0.1528936886647396,6.211096248728164,0.5521311623618957
0,45,2.1800950223498106,0.15133647819997242,6.234406889753139,0.5574432632073443
0,46,2.166259391185683,0.1499586686429787,6.1617659685459545,0.5522448859633283
0,47,2.1545890879938714,0.1487238740007445,6.2431464727888715,0.5562358162504561
0,48,2.1420467014558144,0.1474412779901866,6.20496145461468,0.552001158290721
0,49,2.130593805508031,0.14626014388947423,6.2591110899093305,0.5570688019407556
0,50,2.1186502885435274,0.14503332124008994,6.236188477658211,0.5566244965538065
0,51,2.108476947921937,0.1439670812099373,6.224241066486277,0.5546095320518981
0,52,2.0971004703794542,0.14289142111498113,6.264123274924907,0.5604706777537123
0,53,2.0867717823670144,0.14181445251936411,6.192532087894196,0.557434803469384
0,54,2.0788300945570715,0.14096870347333557,6.2213780829247005,0.556562031203128
0,55,2.068575402148475,0.1399238179724604,6.244151396954313,0.5566114260161177
0,56,2.0596663590957314,0.1390371133888784,6.246496400934585,0.5575618644027
0,57,2.0507261485112394,0.1380983498622503,6.259221219001932,0.5578710999577603
0,58,2.042562682959702,0.13728497614747967,6.3152196889228005,0.5628605117189124
0,59,2.0333448044530265,0.13637011015229114,6.30877933603652,0.5636600035619228
0,60,2.0259169517920492,0.13558073972851514,6.260331377070001,0.557939165450157
0,61,2.0193698118720684,0.13491103905352786,6.296390814984099,0.5616192546613673
0,62,2.0110870708076916,0.13404638419867243,6.323487540508839,0.5633270214212701
0,63,2.003535879928595,0.13329788778671275,6.273640391674448,0.5595036749827101
0,64,1.99688200797339,0.13264581680380758,6.2697921788438835,0.5626823619959203
0,65,1.9895762053037866,0.13190826435111588,6.30442679182012,0.5617700147819011
0,66,1.9826499923710181,0.1312557088657229,6.308710613149278,0.5629091996778833
0,67,1.9770355463193765,0.13061083481377847,6.285635265898197,0.5637811327234228
0,68,1.9718114773997402,0.13005123734554785,6.311073229667988,0.5628238860914048
0,69,1.9646580373197184,0.12937791847609706,6.229662874911694,0.5623752064210303
0,70,1.9598954006247686,0.1288748067512863,6.301595048701509,0.5618445770220554
0,71,1.953477678375592,0.12823999273625936,6.346946120262146,0.56590051885615
0,72,1.9466638717333746,0.127581072207369,6.325897095051218,0.5634335374578516
0,73,1.9413702108513469,0.1270477664776042,6.307587519605109,0.5639828988846313
0,74,1.936416498909648,0.12653138202966785,6.36801888587627,0.568375473960917
0,75,1.9314171743488746,0.12597635198151638,6.371453193908042,0.5686785209369152
0,76,1.9261218486268115,0.1254373806220801,6.36478760648281,0.5673018684412571
0,77,1.9210441797412112,0.12496311578992603,6.335861629628121,0.5656414188920184
0,78,1.9162785992004452,0.12448357082439919,6.308244195390255,0.5622201255978422
0,79,1.912928079639444,0.12412029516808852,6.23612707472862,0.566534255254776
0,80,1.9093790849664003,0.12373332475058658,6.392394004984105,0.5716872648038762
0,81,1.9021526806395608,0.12305729986664943,6.367361743399438,0.5677802356633734
0,82,1.8981846768652837,0.1226435285109096,6.3571699046074075,0.5682758283107838
0,83,1.8946003622880132,0.12225843932326763,6.32219853807003,0.5672280366750474
0,84,1.8905583571157005,0.12184930960209124,6.376038863303814,0.570124606027248
0,85,1.8852855450089494,0.1213716786470215,6.357399189725835,0.5712084488031712
0,86,1.882575250613377,0.12104062589682675,6.331916530081567,0.5710939043696891
0,87,1.8787448854555477,0.12064808651375426,6.3741671760031515,0.5708144939643272
0,88,1.874863441461537,0.12021973938643403,6.389969795308215,0.5699723321706691
0,89,1.8701248954155099,0.11980829794889955,6.390692936613204,0.5714001574731887
0,90,1.866521616649355,0.11942159133180935,6.383169250285372,0.5719357567264679
0,91,1.8629263417631072,0.11908634130241845,6.406154044131015,0.5718376706255243
0,92,1.858972715517163,0.11869289724982583,6.379199408470316,0.5694117482672346
0,93,1.8565721247647757,0.11840777915121092,6.341923982539075,0.5651535526552098
0,94,1.8531778668355061,0.11808023902073533,6.398576036412665,0.5719227495979755
0,95,1.8494986201555963,0.11767497202862949,6.425770751973416,0.574906327940048
0,96,1.8456685782105282,0.11732156206659018,6.304033089191355,0.5681924139882656
0,97,1.8448128305901221,0.11716177377390093,6.392330699778618,0.5709477894483729
0,98,1.8398822949664244,0.116770614604407,6.386797719813408,0.5696046777228092
0,99,1.8370847582181467,0.11642172847876693,6.3666399489057826,0.5694232881069183
