,epoch,train_loss_combined,train_pose_loss,val_loss_combined,val_pose_loss
0,0,5.679680682160867,0.5016416537044093,5.543041175984322,0.4881207454711833
0,1,4.900677857963852,0.4225675902547373,5.303601214226256,0.4644032353733448
0,2,4.688346275341086,0.4012578092852273,5.155104386045577,0.4513369416619869
0,3,4.544482855789076,0.3868510036884509,4.950957853743371,0.43843329919779556
0,4,4.429344944935126,0.3753426575686499,4.981069706855936,0.4374045911938586
0,5,4.324443567997613,0.3648967751970469,5.003233650897411,0.43791194133301997
0,6,4.22526082162759,0.35502577481576775,5.003224839555457,0.4322082577867711
0,7,4.129190955830085,0.34551277197422453,4.991621288847416,0.4345933351110905
0,8,4.034778637271071,0.33610801653574224,5.058893718618028,0.43667225935991777
0,9,3.9399122130271134,0.3267407381267896,5.071785036553728,0.43976739017253225
0,10,3.8434748350399444,0.3172384059755725,5.089168231538001,0.4399105297758224
0,11,3.748706243329453,0.3078636986347929,5.111219824628627,0.445288304952865
0,12,3.651790259011736,0.2983124016870276,5.206363119977586,0.45372125014979786
0,13,3.5564570383092975,0.28887764741644667,5.213578292664061,0.45233312946684817
0,14,3.4636137026390403,0.27969111304808764,5.230861676500199,0.4606148920794751
0,15,3.3730690058117236,0.27071977414167164,5.363789702983612,0.4674013269708512
0,16,3.283638571745903,0.26186109578053995,5.440824062266248,0.4772595956604532
0,17,3.1989964030181577,0.2535465914384999,5.480341109823673,0.479146106446043
0,18,3.120061203405594,0.24562932774292134,5.45858346401377,0.4818005346237345
0,19,3.0459432682255194,0.2382931912638988,5.572875301888648,0.48918628486547067
0,20,2.974419998022736,0.23125519610917805,5.618232288259141,0.4930396696671526
0,21,2.909727144698236,0.22474001202242663,5.623959089847321,0.4996162668821659
0,22,2.8487727579603646,0.21871832462087978,5.683468445818475,0.5026608913185748
0,23,2.7915529664411545,0.21302571876272336,5.782007006888694,0.5102327551613463
0,24,2.738782563503204,0.20774617508950774,5.739138288700834,0.5123967984889416
0,25,2.691124455802233,0.20300493734751204,5.7752746800158885,0.5157448016899697
0,26,2.646792004718431,0.198491003474002,5.82573727090308,0.5167653638314693
0,27,2.6046330218760603,0.19427996159253888,5.894560238148304,0.5251603315168238
0,28,2.5654356764103694,0.19037872060848973,5.906847778787005,0.5237775391086619
0,29,2.529961863143322,0.1867866675626291,5.963116295794223,0.5284681063383183
0,30,2.4956177337379124,0.18337550255087187,5.9650859071853315,0.5299681615322194
0,31,2.4649767298462972,0.18027630569245623,5.951094371207217,0.5277638814233719
0,32,2.4369985539581003,0.17742519429534012,6.009642306794512,0.5340052947719046
0,33,2.409064721696372,0.17461367375666811,6.113278368686108,0.5423376190852611
0,34,2.382125261375077,0.17189929290676714,6.066744931200717,0.5394282795964404
0,35,2.3590050653497143,0.16950515122287801,6.063484526695089,0.5423057380508869
0,36,2.3369884158238294,0.16728489679546282,6.116791481667376,0.5436114366067216
0,37,2.3146122329967045,0.16505727975047563,6.146384680524785,0.5470580536317318
0,38,2.2951272459010252,0.1630077923551408,6.1550700816702335,0.548272542496945
